Id,MSSubClass,MSZoning,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,SalePrice_log,MasVnrType,MasVnrArea,Electrical,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,MSZoning_labeled,LotShape_labeled,LandContour_labeled,Utilities_labeled,LotConfig_labeled,LandSlope_labeled,Neighborhood_labeled,Condition1_labeled,BldgType_labeled,HouseStyle_labeled,RoofStyle_labeled,RoofMatl_labeled,Exterior1st_labeled,Exterior2nd_labeled,ExterQual_labeled,Foundation_labeled,Heating_labeled,HeatingQC_labeled,CentralAir_labeled,KitchenQual_labeled,PavedDrive_labeled,SaleType_labeled,SaleCondition_labeled,MasVnrType_labeled,Electrical_labeled,BsmtQual_labeled,BsmtCond_labeled,BsmtExposure_labeled,BsmtFinType1_labeled
1067,60,RL,7837,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,799,799,GasA,Gd,Y,799,772,0,1571,0,0,2,1,3,1,TA,7,1,2,380,Y,0,40,0,0,0,0,0,5,WD,Normal,178000,12.089538829274222,None,0.0,SBrkr,Gd,TA,No,Unf,3,0,3,0,4,0,8,2,0,5,1,1,12,13,2,2,1,2,1,3,2,8,4,2,4,2,4,4,6
1068,60,RL,9760,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,674,106,0,780,GasA,TA,Y,798,813,0,1611,1,0,1,1,4,1,TA,7,0,2,442,Y,328,128,0,0,189,0,0,6,WD,Normal,167900,12.031123843065632,BrkFace,360.0,SBrkr,TA,TA,Gd,GLQ,3,3,3,0,4,1,12,2,0,5,1,1,6,6,3,1,1,4,1,3,2,8,4,1,4,4,4,1,2
1069,160,RM,3964,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,6,Gable,CompShg,CemntBd,CmentBd,TA,CBlock,837,0,105,942,GasA,Gd,Y,1291,1230,0,2521,1,0,2,1,5,1,TA,10,1,2,576,Y,728,20,0,0,0,0,0,6,WD,Normal,151400,11.927680619985486,None,0.0,SBrkr,Gd,TA,No,ALQ,4,3,3,0,4,0,10,2,4,5,1,1,5,5,3,1,1,2,1,3,2,8,4,2,4,2,4,4,0
1070,45,RL,9600,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1.5Unf,5,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,220,0,625,845,GasA,TA,Y,893,0,0,893,0,1,1,0,2,1,Gd,4,0,2,576,Y,0,0,0,0,0,0,0,5,WD,Normal,135000,11.813030057420567,None,0.0,SBrkr,TA,TA,No,ALQ,3,3,3,0,4,0,12,2,0,1,1,1,8,8,3,1,1,4,1,2,2,8,4,2,4,4,4,4,0
1071,20,RL,10152,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,TA,CBlock,586,0,462,1048,GasA,TA,Y,1048,0,0,1048,1,0,1,0,3,1,TA,6,0,1,286,Y,0,20,0,0,192,0,0,6,WD,Normal,135000,11.813030057420567,BrkFace,120.0,SBrkr,TA,TA,No,BLQ,3,3,3,0,4,0,12,2,0,2,3,1,8,8,3,1,1,4,1,3,2,8,4,1,4,4,4,4,1
1072,60,RL,11700,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,6,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,298,0,429,727,GasA,Ex,Y,829,727,0,1556,0,0,1,1,4,1,TA,8,0,2,441,Y,0,0,0,0,0,0,0,5,WD,Normal,154000,11.944707881395766,None,0.0,SBrkr,TA,TA,No,Rec,3,3,3,0,4,0,14,6,0,5,1,1,8,8,3,1,1,0,1,3,2,8,4,2,4,4,4,4,5
1073,50,RL,7585,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,810,810,GasA,Fa,Y,1002,454,0,1456,1,1,1,0,4,1,TA,7,1,1,280,P,0,0,0,0,0,0,0,8,WD,Normal,91500,11.424094251263613,None,0.0,FuseA,Fa,Fa,Mn,Unf,3,3,3,0,4,0,7,0,0,0,1,1,8,8,3,1,1,1,1,3,1,8,4,2,0,1,0,2,6
1074,60,RL,7950,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,1Fam,2Story,6,Hip,CompShg,HdBoard,Plywood,TA,CBlock,535,0,155,690,GasA,TA,Y,698,728,0,1426,0,0,1,1,3,1,TA,6,0,2,440,Y,252,0,0,0,0,0,0,7,WD,Normal,159500,11.979799201207037,BrkFace,140.0,SBrkr,TA,TA,No,BLQ,3,0,0,0,0,0,7,2,0,5,3,1,6,10,3,1,1,4,1,3,2,8,4,1,4,4,4,4,1
1075,20,RL,8556,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,1240,1240,GasA,Ex,Y,1240,0,0,1240,0,0,2,0,2,1,Gd,5,0,3,826,Y,140,93,0,0,0,0,0,5,WD,Normal,194000,12.175613438045465,None,0.0,SBrkr,Gd,TA,Av,Unf,3,3,3,0,4,0,5,2,0,2,1,1,12,13,2,2,1,0,1,2,2,8,4,2,4,2,4,0,6
1076,70,RL,13125,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,410,0,390,800,GasA,TA,Y,960,780,0,1740,0,0,1,1,3,1,TA,6,2,1,240,Y,0,0,0,0,0,0,0,7,CWD,Normal,219500,12.299107511497363,None,0.0,SBrkr,TA,TA,No,BLQ,3,3,3,0,4,0,6,2,0,5,1,1,13,14,3,1,1,4,1,3,2,1,4,2,4,4,4,4,1
1077,50,RL,10800,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,626,0,170,796,GasA,Gd,Y,1096,370,0,1466,0,1,2,0,3,1,Gd,7,1,2,566,Y,436,21,0,0,0,0,500,4,WD,Normal,170000,12.043553716032399,None,0.0,SBrkr,Fa,TA,No,ALQ,3,3,3,0,4,0,17,2,0,0,1,1,13,14,3,1,1,2,1,2,2,8,4,2,4,1,4,4,0
1078,20,RL,15870,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,Plywood,TA,CBlock,75,791,230,1096,GasA,Ex,Y,1096,0,0,1096,1,0,1,0,3,1,TA,6,0,1,299,Y,240,32,0,0,0,0,0,3,WD,Abnorml,138800,11.840789327054841,None,0.0,SBrkr,TA,TA,Mn,BLQ,3,0,3,0,0,0,12,2,0,2,1,1,12,10,3,1,1,0,1,3,2,8,0,2,4,4,4,2,1
1079,120,RM,4435,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,662,0,186,848,GasA,Ex,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,1,2,420,Y,140,0,0,0,0,0,0,5,WD,Normal,155900,11.956970055045868,BrkFace,169.0,SBrkr,Gd,TA,Mn,GLQ,4,3,3,0,4,0,5,2,4,2,1,1,12,13,2,2,1,0,1,2,2,8,4,1,4,2,4,2,2
1080,20,RL,8775,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,PConc,495,0,495,990,GasA,Gd,Y,990,0,0,990,0,0,1,0,3,1,TA,5,0,1,299,Y,0,64,0,0,0,0,0,4,WD,Normal,126000,11.744037185933616,None,0.0,SBrkr,Gd,TA,No,GLQ,3,3,3,0,4,0,5,2,0,2,1,1,12,13,3,2,1,2,1,3,2,8,4,2,4,2,4,4,2
1081,20,RL,11040,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,CBlock,656,0,602,1258,GasA,Ex,Y,1258,0,0,1258,0,1,2,0,3,1,Gd,5,0,2,528,Y,55,0,0,216,0,0,0,10,COD,Abnorml,145000,11.884489021402711,BrkFace,144.0,SBrkr,TA,TA,No,ALQ,3,3,3,0,4,0,14,2,0,2,1,1,12,13,2,1,1,0,1,2,2,0,0,1,4,4,4,4,0
1082,20,RL,7500,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,824,0,216,1040,GasA,Fa,Y,1040,0,0,1040,1,0,1,1,3,1,TA,5,0,1,308,Y,0,0,220,0,0,0,0,6,WD,Normal,133000,11.79810440720389,None,0.0,SBrkr,TA,TA,No,ALQ,3,3,3,0,0,0,19,1,0,2,1,1,6,6,3,1,1,1,1,3,2,8,4,2,4,4,4,4,0
1083,20,RL,8749,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,1459,1459,GasA,Ex,Y,1459,0,0,1459,0,0,2,0,3,1,Gd,6,1,2,527,Y,192,39,0,0,0,0,0,9,WD,Normal,192000,12.165250651009918,BrkFace,100.0,SBrkr,Gd,TA,No,Unf,3,3,3,0,4,0,5,2,0,2,1,1,12,13,2,2,1,0,1,2,2,8,4,1,4,2,4,4,6
1084,20,RL,8800,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,553,0,698,1251,GasA,TA,Y,1251,0,0,1251,1,0,1,0,3,1,TA,6,2,1,461,Y,0,116,0,0,0,0,700,3,WD,Normal,160000,11.982929094215963,BrkFace,425.0,SBrkr,TA,TA,No,BLQ,3,3,3,0,4,0,12,2,0,2,3,1,6,6,3,1,1,4,1,3,2,8,4,1,4,4,4,4,1
1085,60,RL,13031,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,PConc,592,0,99,691,GasA,Gd,Y,691,807,0,1498,0,0,2,1,3,1,TA,6,1,2,409,Y,315,44,0,0,0,0,0,7,WD,Normal,187500,12.141534124392603,None,0.0,SBrkr,Gd,TA,No,ALQ,3,1,3,0,0,0,8,2,0,5,1,1,6,6,3,2,1,2,1,3,2,8,4,2,4,2,4,4,0
1086,85,RL,9069,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,SFoyer,6,Gable,CompShg,HdBoard,HdBoard,TA,PConc,747,0,189,936,GasA,Ex,Y,996,0,0,996,1,0,1,0,2,1,Gd,5,0,2,564,Y,120,0,0,0,0,0,0,4,WD,Normal,147000,11.898187865760873,None,0.0,SBrkr,Gd,TA,Av,GLQ,3,3,3,0,4,0,20,2,0,6,1,1,6,6,3,2,1,0,1,2,2,8,4,2,4,2,4,0,2
1087,160,RM,1974,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,4,Gable,CompShg,CemntBd,CmentBd,TA,CBlock,334,0,212,546,GasA,TA,Y,546,546,0,1092,0,0,1,1,3,1,TA,6,0,1,286,Y,120,96,0,0,0,0,0,5,WD,Normal,83500,11.332601910838946,None,0.0,SBrkr,TA,TA,No,BLQ,4,3,3,0,4,0,10,2,4,5,1,1,5,5,3,1,1,4,1,3,2,8,4,2,4,4,4,4,1
1088,60,FV,10574,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,1082,1082,GasA,Ex,Y,1082,871,0,1953,0,0,2,1,3,1,Gd,9,1,3,1043,Y,160,50,0,0,0,0,0,5,WD,Normal,252000,12.437184366493561,None,0.0,SBrkr,Gd,TA,Mn,Unf,1,3,3,0,4,0,21,2,0,5,1,1,12,13,2,2,1,0,1,2,2,8,4,2,4,2,4,2,6
1089,160,RM,2522,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Twnhs,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,970,970,GasA,Ex,Y,970,739,0,1709,0,0,2,0,3,1,Gd,7,0,2,380,Y,0,40,0,0,0,0,0,4,WD,Normal,137500,11.831379196088763,Stone,50.0,SBrkr,Gd,TA,No,Unf,4,3,3,0,4,0,7,2,3,5,1,1,12,13,2,2,1,0,1,2,2,8,4,3,4,2,4,4,6
1090,120,FV,3316,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,8,Gable,CompShg,MetalSd,MetalSd,Gd,PConc,1039,0,208,1247,GasA,Ex,Y,1247,0,0,1247,1,0,1,1,1,1,Gd,4,1,2,550,Y,0,84,0,0,0,0,0,4,WD,Normal,197000,12.190959007720126,None,0.0,SBrkr,Gd,TA,No,GLQ,1,0,3,0,4,0,21,2,4,2,1,1,8,8,2,2,1,0,1,2,2,8,4,2,4,2,4,4,2
1091,90,RL,8544,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Duplex,1Story,3,Gable,CompShg,BrkFace,BrkFace,TA,Slab,0,0,0,0,Wall,Fa,N,1040,0,0,1040,0,0,2,0,2,2,TA,6,0,2,400,Y,0,0,0,0,0,0,0,6,WD,Normal,92900,11.439278924801929,None,0.0,FuseA,NA,NA,NA,NA,3,3,3,0,0,0,12,2,2,2,1,1,3,3,3,3,5,1,0,3,2,8,4,2,0,3,2,3,4
1092,160,FV,2160,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,Gable,CompShg,MetalSd,MetalSd,Gd,PConc,510,0,90,600,GasA,Ex,Y,624,628,0,1252,1,0,2,1,2,1,Gd,4,0,2,462,Y,0,48,0,0,0,0,0,3,WD,Normal,160000,11.982929094215963,BrkFace,212.0,SBrkr,Gd,TA,No,BLQ,1,3,3,0,4,0,21,2,3,5,1,1,8,8,2,2,1,0,1,2,2,8,4,1,4,2,4,4,1
1093,50,RL,8400,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,TA,PConc,423,0,758,1181,GasA,Fa,Y,1390,304,0,1694,0,0,2,0,4,1,TA,7,1,2,576,Y,342,0,128,0,0,0,0,6,WD,Normal,136500,11.824079893607152,None,0.0,SBrkr,TA,TA,No,Rec,3,3,0,0,4,0,18,2,0,0,1,1,8,8,3,2,1,1,1,3,2,8,4,2,4,4,4,4,5
1094,20,RL,9230,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,TA,CBlock,661,0,203,864,GasA,Gd,Y,1200,0,0,1200,1,0,1,1,1,1,Gd,6,0,2,884,Y,0,64,0,0,0,0,0,10,WD,Normal,146000,11.891361900690473,BrkFace,166.0,SBrkr,TA,TA,Mn,GLQ,3,3,3,0,0,0,12,1,0,2,3,1,8,8,3,1,1,2,1,2,2,8,4,1,4,4,4,2,2
1095,20,RL,5868,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,248,240,448,936,GasA,Ex,Y,936,0,0,936,1,0,1,0,2,1,TA,4,0,1,308,Y,0,0,80,0,160,0,0,5,WD,Normal,129000,11.76756768334381,None,0.0,SBrkr,TA,TA,No,BLQ,3,3,3,0,4,0,12,2,0,2,1,1,8,8,3,1,1,0,1,3,2,8,4,2,4,4,4,4,1
1096,20,RL,9317,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,24,0,1290,1314,GasA,Gd,Y,1314,0,0,1314,0,0,2,0,3,1,Gd,6,1,2,440,Y,0,22,0,0,0,0,0,3,WD,Normal,176432,12.08069081199846,None,0.0,SBrkr,Gd,TA,No,GLQ,3,0,3,0,4,0,5,2,0,2,1,1,12,13,2,2,1,2,1,2,2,8,4,2,4,2,4,4,2
1097,70,RM,6882,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,PConc,0,0,684,684,GasA,TA,Y,773,582,0,1355,0,0,1,1,3,1,Gd,7,0,0,0,Y,136,0,115,0,0,0,0,3,WD,Normal,127000,11.751942365440728,None,0.0,SBrkr,TA,TA,No,Unf,4,3,3,0,4,0,9,2,0,5,1,1,13,14,3,2,1,4,1,2,2,8,4,2,4,4,4,4,6
1098,120,RL,3696,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,Gable,CompShg,HdBoard,HdBoard,Gd,CBlock,0,0,1074,1074,GasA,Ex,Y,1088,0,0,1088,0,0,1,1,2,1,Gd,5,0,2,461,Y,0,74,137,0,0,0,0,10,WD,Normal,170000,12.043553716032399,None,0.0,SBrkr,Gd,TA,No,Unf,3,3,3,0,4,0,22,2,4,2,1,1,6,6,2,1,1,0,1,2,2,8,4,2,4,2,4,4,6
1099,50,RM,6000,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,4,Gable,CompShg,MetalSd,MetalSd,TA,BrkTil,672,0,0,672,GasA,TA,Y,757,567,0,1324,0,0,1,0,3,1,TA,6,0,1,240,Y,0,0,0,0,0,0,0,7,WD,Normal,128000,11.759785542901755,None,0.0,SBrkr,TA,TA,No,BLQ,4,3,3,0,4,0,3,2,0,0,1,1,8,8,3,0,1,4,1,3,2,8,4,2,4,4,4,4,1
1100,20,RL,11880,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,1Fam,1Story,7,Gable,CompShg,Plywood,Plywood,TA,CBlock,704,0,567,1271,GasA,TA,Y,1601,0,0,1601,0,0,2,0,3,1,TA,7,1,2,478,Y,0,0,0,0,0,0,0,4,COD,Abnorml,157000,11.964001084330445,BrkFace,206.0,SBrkr,Gd,TA,No,ALQ,3,0,3,0,4,0,14,6,0,2,1,1,9,10,3,1,1,4,1,3,2,0,0,1,4,2,4,4,0
1101,30,RL,8400,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1Story,2,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,290,0,0,290,GasA,TA,N,438,0,0,438,0,0,1,0,1,1,Fa,3,0,1,246,N,0,0,0,0,0,0,0,1,WD,Normal,60000,11.002099841204238,None,0.0,FuseF,TA,Fa,No,Rec,3,3,0,0,4,0,18,2,0,2,1,1,13,14,3,1,1,4,0,1,0,8,4,2,1,4,0,4,5
1102,20,RL,9758,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,MetalSd,TA,CBlock,412,287,251,950,GasA,TA,Y,950,0,0,950,0,0,1,0,3,1,TA,5,0,1,280,Y,0,0,0,0,0,0,0,7,WD,Normal,119500,11.691071650353702,None,0.0,SBrkr,TA,TA,No,BLQ,3,0,3,0,4,0,12,2,0,2,1,1,6,8,3,1,1,4,1,3,2,8,4,2,4,4,4,4,1
1103,20,RL,7000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,588,0,422,1010,GasA,Ex,Y,1134,0,0,1134,0,0,1,0,2,1,TA,6,0,1,254,Y,0,16,0,0,0,0,0,4,WD,Family,135000,11.813030057420567,BrkFace,45.0,SBrkr,TA,TA,No,Rec,3,3,3,0,4,0,12,2,0,2,1,1,13,14,3,1,1,0,1,3,2,8,3,1,4,4,4,4,5
1104,20,RL,8910,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,Hip,CompShg,BrkFace,BrkFace,TA,CBlock,655,0,0,655,GasA,Ex,Y,1194,0,0,1194,0,1,1,0,3,1,TA,6,1,2,539,Y,0,0,192,0,0,0,0,7,WD,Normal,159500,11.979799201207037,None,0.0,SBrkr,TA,TA,Mn,ALQ,3,3,3,0,0,0,12,2,0,2,3,1,3,3,3,1,1,0,1,3,2,8,4,2,4,4,4,2,0
1105,160,RM,2016,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,0,0,630,630,GasA,TA,Y,630,672,0,1302,0,0,2,1,3,1,TA,6,0,2,440,Y,0,0,0,0,0,0,0,4,WD,Normal,106000,11.571194373094205,BrkFace,304.0,SBrkr,TA,TA,No,Unf,4,3,3,0,4,0,2,2,4,5,1,1,6,6,3,1,1,4,1,3,2,8,4,1,4,4,4,4,6
1106,60,RL,12256,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,Gable,CompShg,HdBoard,HdBoard,Gd,PConc,1032,0,431,1463,GasA,Ex,Y,1500,1122,0,2622,1,0,2,1,3,1,Gd,9,2,2,712,Y,186,32,0,0,0,0,0,4,WD,Normal,325000,12.691580461311874,BrkFace,362.0,SBrkr,Ex,TA,Av,GLQ,3,0,3,0,0,0,15,2,0,5,1,1,6,6,2,2,1,0,1,2,2,8,4,1,4,0,4,0,2
1107,20,RL,10357,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,1Fam,1Story,7,Hip,CompShg,HdBoard,HdBoard,Gd,PConc,738,0,172,910,GasA,Gd,Y,1442,0,0,1442,1,0,2,0,3,1,Gd,6,1,2,719,Y,0,244,0,0,0,0,0,5,WD,Normal,179900,12.100156419938624,None,0.0,SBrkr,Gd,TA,Mn,GLQ,3,0,3,0,0,0,20,1,0,2,3,1,6,6,2,2,1,2,1,2,2,8,4,2,4,2,4,2,2
1108,60,RL,23257,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,868,868,GasA,Ex,Y,887,1134,0,2021,0,0,2,1,3,1,Gd,9,1,2,422,Y,0,100,0,0,0,0,0,9,New,Partial,274725,12.523525876315125,None,0.0,SBrkr,Ex,Gd,No,Unf,3,2,1,0,1,0,8,2,0,5,1,1,12,13,2,2,1,0,1,2,2,6,5,2,4,0,1,4,6
1109,60,RL,8063,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,924,924,GasA,Ex,Y,948,742,0,1690,0,0,2,1,3,1,TA,7,1,2,463,Y,100,48,0,0,0,0,0,11,WD,Abnorml,181000,12.106252310247962,None,0.0,SBrkr,Gd,TA,No,Unf,3,3,3,0,4,0,8,2,0,5,1,1,12,13,3,2,1,0,1,3,2,8,0,2,4,2,4,4,6
1110,20,RL,11362,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,Gable,CompShg,MetalSd,MetalSd,Gd,PConc,1039,0,797,1836,GasA,Ex,Y,1836,0,0,1836,1,0,2,0,3,1,Gd,7,1,3,862,Y,125,185,0,0,0,0,0,3,WD,Normal,280000,12.542544882151386,Stone,42.0,SBrkr,Ex,TA,Mn,GLQ,3,0,3,0,4,0,16,2,0,2,1,1,8,8,2,2,1,0,1,2,2,8,4,3,4,0,4,2,2
1111,60,RL,8000,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,PConc,219,0,554,773,GasA,Gd,Y,773,885,0,1658,1,0,2,1,3,1,TA,8,1,2,431,Y,224,84,0,0,0,0,0,6,WD,Normal,188000,12.144197241812087,None,0.0,SBrkr,Gd,TA,No,GLQ,3,3,3,0,4,0,8,2,0,5,1,1,6,6,3,2,1,2,1,3,2,8,4,2,4,2,4,4,2
1112,60,RL,10480,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,Hip,CompShg,Plywood,Plywood,TA,CBlock,403,0,400,803,GasA,TA,Y,1098,866,0,1964,0,0,2,1,4,1,TA,8,1,2,483,Y,0,69,0,0,0,0,0,9,WD,Normal,205000,12.230765258120545,BrkFace,660.0,SBrkr,TA,TA,No,ALQ,3,3,3,0,4,0,14,2,0,5,3,1,9,10,3,1,1,4,1,3,2,8,4,1,4,4,4,4,0
1113,20,RL,7100,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,WdShing,Wd Shng,TA,CBlock,708,0,108,816,GasA,TA,Y,816,0,0,816,1,0,1,0,2,1,TA,5,0,1,308,Y,0,0,0,0,0,0,0,7,WD,Normal,129900,11.77452020265869,None,0.0,FuseA,TA,TA,No,GLQ,3,0,3,0,0,0,12,2,0,2,1,1,14,15,3,1,1,4,1,3,2,8,4,2,0,4,4,4,2
1114,20,RL,8923,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,643,0,365,1008,GasA,Gd,Y,1008,0,0,1008,1,0,1,0,2,1,Gd,6,0,1,240,Y,0,18,0,0,0,0,0,5,WD,Normal,134500,11.809319478024031,None,0.0,SBrkr,TA,TA,No,BLQ,3,3,3,0,4,0,12,2,0,2,1,1,13,14,3,1,1,2,1,2,2,8,4,2,4,4,4,4,1
1115,20,RL,5400,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,415,0,418,833,GasA,Ex,Y,833,0,0,833,0,0,1,0,2,1,Gd,4,0,1,326,Y,0,0,0,0,0,0,0,8,WD,Normal,117000,11.669929213779893,None,0.0,SBrkr,TA,TA,No,Rec,3,3,3,0,4,0,17,2,0,2,1,1,8,8,3,1,1,0,1,2,2,8,4,2,4,4,4,4,5
1116,20,RL,12085,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,Gd,PConc,1004,0,730,1734,GasA,Ex,Y,1734,0,0,1734,1,0,2,0,3,1,Ex,7,1,3,928,Y,0,0,0,0,0,0,0,11,New,Partial,318000,12.669806661762314,Stone,328.0,SBrkr,Ex,TA,No,GLQ,3,3,3,0,4,0,16,2,0,2,3,1,12,13,2,2,1,0,1,0,2,6,5,3,4,0,4,4,2
1117,80,RL,7750,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,8,Hip,CompShg,VinylSd,VinylSd,Gd,PConc,353,0,55,408,GasA,Ex,Y,779,640,0,1419,1,0,2,1,3,1,Gd,7,1,2,527,Y,120,0,0,0,0,0,0,3,WD,Normal,184100,12.123234367221169,None,0.0,SBrkr,Gd,TA,No,GLQ,3,3,3,0,4,0,8,2,0,7,3,1,12,13,2,2,1,0,1,2,2,8,4,2,4,2,4,4,2
